text,label,clean_text,char_count,word_count,avg_word_length,clean_word_count,exclamation_count,question_count,comma_count,dots_count,total_punctuation,has_emoji,emoji_count,hashtag_count,mention_count,has_hashtag,has_mention,elongation_count,has_elongation,repeated_word_count,repetition_ratio,has_repetition,negation_count,has_negation,has_egyptian,religious_term_count,has_religious_term,positive_words_count,negative_words_count,has_positive_word,has_negative_word
اللهم إني أسلمت وجهي إليك فاصلح لي نفسي، وأنر لي يومي #مصطفى_حسني,OBJ,اللهم اني اسلمت وجهي اليك فاصلح نفسي وانر يومي مصطفي حسني,65,12,4.5,11,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,2,1,0,0,0,0
غازات محمد مرسي مقالي اليوم في الشروق مع خالص التحية,OBJ,غازات محمد مرسي مقالي اليوم الشروق خالص التحيه,52,10,4.3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0
انقلاب لصوصي دموى هل يمكن ان يحالف التوفيق بلدا يديره انقلاب؟ وبكره تشوفو مصر,NEG,انقلاب لصوصي دموي يمكن ان يحالف التوفيق بلدا يديره انقلاب وبكره تشوفو مصر,77,14,4.571428571428571,13,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.15384615384615385,1,2,1,0,0,0,0,0,0,0
الورقة التي لم تسقط في فصل الخريف: (خائنــة) في عيون أخواتهـا (وفيــــة) في عين الشجـــرة (متمردة) في عيون,OBJ,الورقه تسقط فصل الخريف خائنــه عيون اخواتهـا وفيـه الشجـره متمرده عيون,106,18,4.944444444444445,11,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0.18181818181818182,1,1,1,0,0,0,0,0,0,0
#في_حاجة_صح وزير النقل:افتتاح مترو مصر الجديدة التى تمتد من العباسية حتى محطة الأهرام بمصر الجديدة الأسبوع الأول من مايو,OBJ,حاجه صح وزير النقل افتتاح مترو مصر الجديده تمتد العباسيه حتي محطه الاهرام بمصر الجديده الاسبوع الاول,120,20,5.368421052631579,17,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.11764705882352941,1,2,1,0,0,0,0,0,0,0
النائب العام الخصوصي بتاع مرسي لغى قرار الافراج عن شباب الاسكندرية المعتقلين !! ده جي يعيد محاكمات الثوار باين,NEG,النائب العام الخصوصي بتاع مرسي لغي قرار الافراج شباب الاسكندريه المعتقلين ده جي يعيد محاكمات الثوار باين,110,18,4.842105263157895,17,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,5,1,1,0,0,0,0,0,0
"""""بيفتح السمكة م…",OBJ,بيفتح السمكه,17,3,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
هناك حيوانات متحرشة و في المقابل جهود متطوعين لمقاومتهم و ناس نازلة و مش خايفة و ملايين ضد النظامتركيز الاخوان بس على التحرش قصر ديل,OBJ,حيوانات متحرشه المقابل جهود متطوعين لمقاومتهم ناس نازله مش خايفه ملايين ضد النظامتركيز الاخوان علي التحرش قصر ديل,132,25,4.32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,1,0,0,0,0,0,0,0
الفرق بين دم الحجامة والدم العادي #غرد_بمعلومة,OBJ,الفرق دم الحجامه والدم العادي غرد بمعلومه,46,7,5.714285714285714,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"روسيا القرار المقترح في الامم المتحدة ""غير مقبول"" #السادة_المحترمون",OBJ,روسيا القرار المقترح الامم المتحده مقبول الساده المحترمون,67,9,6.555555555555555,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,5,1,0,0,0,0,0,0,0
كيف لمرشدٍ تفوَّه للغنمِ بماءٍ تعلو على المرسي هل القائد يدلدل القدم دون أن يمتطي الكرسي تباً للصمت هلال الفشل ودمت أبيّ يا مصري,NEG,لمرشد تفوه للغنم بماء تعلو علي المرسي القائد يدلدل القدم ان يمتطي الكرسي تبا للصمت هلال الفشل ودمت ابي مصري,128,25,4.375,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
من الطرفين,OBJ,الطرفين,10,2,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
#سؤال: حد يعرف ليه #باسم خد اجازه النهارده ؟ :),OBJ,سؤال حد يعرف ليه باسم خد اجازه النهارده,47,8,3.8,8,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0.0,0,1,1,1,0,0,0,0,0,0
سوريا مباشر: انفجار ضخم في مبنى حزب البعث بالقرب من دوار السبع بحرات في #حلب | مدونة #سوريا,OBJ,سوريا مباشر انفجار ضخم مبني حزب البعث بالقرب دوار السبع بحرات حلب مدونه سوريا,91,17,4.111111111111111,14,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0.14285714285714285,1,0,0,0,1,1,0,0,0,0
كيف يحشد الرئيس مرسي الجماهير لاسقاط الاعلان الدستوري فيهتفون يسقط حكم العسكر ثم يشيد الرئيس اليوم بالدور الرائع للمجلس العسكريتناقض مؤسف,NEG,يحشد الرئيس مرسي الجماهير لاسقاط الاعلان الدستوري فيهتفون يسقط حكم العسكر يشيد الرئيس اليوم بالدور الرائع للمجلس العسكريتناقض مؤسف,137,21,5.571428571428571,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10526315789473684,1,5,1,0,0,0,1,1,1,1
التعذيب خط أحمر لا أتصور أن أحدا مهما كان عاقلا أو نصف عاقل أو خائف على مصر يمكن أن يوافق على التعذيب ولوجاء من الجيش ولو,NEG,التعذيب خط احمر اتصور ان احدا عاقلا او نصف عاقل او خائف علي مصر يمكن ان يوافق علي التعذيب ولوجاء الجيش,121,26,3.6923076923076925,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.38095238095238093,1,3,1,0,0,0,0,0,0,0
سولفي للرمل عن قصہ دفى واجمعي برد الشتاء وتلحفيہ احضني حلم الطفولہ يالمى، طيري في الجنہ وجناحك رفرفيہ ! #لمى_الروقي,OBJ,سولفي للرمل قصہ دفي واجمعي برد الشتاء وتلحفيہ احضني حلم الطفولہ يالمي طيري الجنہ وجناحك رفرفيہ لمي الروقي,115,19,4.8,18,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
#اخطر_انواع_النساء المطوعه,OBJ,اخطر انواع النساء المطوعه,26,2,12.5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
البلوك للألفاظ الخارجة فقط,OBJ,البلوك للالفاظ الخارجه فقط,26,4,5.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
شاهد - آخر كلام: الإسرائيليون في رحم مصر انزعج لو سمحت #,OBJ,شاهد اخر كلام الاسرائيليون رحم مصر انزعج سمحت,56,10,3.75,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
الكوت تويت من غير فولو يُعتبر هتك عرض الكتروني وشكرا #دستور_تويتر,NEG,الكوت تويت فولو يعتبر هتك عرض الكتروني وشكرا دستور تويتر,65,12,5.0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,0,0,1,0,1,0
شاهد - آخر كلام: لماذا نتوقع من هذا النظام أي خير؟ #2 #,OBJ,شاهد اخر كلام لماذا نتوقع النظام اي خير,55,11,3.3076923076923075,8,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
#جواز_الصالونات العريس والعروسه زي البطيخه يا تطلع قرعه يا تطلع حمرا,NEG,جواز الصالونات العريس والعروسه زي البطيخه تطلع قرعه تطلع حمرا,68,11,5.2727272727272725,10,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.2,1,0,0,0,0,0,0,0,0,0
مصر دولة بس مش أوي #المادة_الأولى,NEG,مصر دوله مش اوي الماده الاولي,33,6,4.666666666666667,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
انا و امي #ثانوية_عامة,OBJ,انا امي ثانويه عامه,22,4,4.75,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
بين الشباب و الهرم عمر يمر فاعمل في شبابك لهرمك و اعمل في دنياك لاخرتك,OBJ,الشباب الهرم عمر يمر فاعمل شبابك لهرمك اعمل دنياك لاخرتك,70,15,3.7333333333333334,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
جعل الله أيام المصريين محبة #مصر #اخبار #المسيحية…,OBJ,الله ايام المصريين محبه مصر اخبار المسيحيه,50,8,5.375,7,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0,2,1,0,1,1,0,0,0,0
أنا رايح فين؟ أنا راجع تاني #عمرو #الغربة,OBJ,انا رايح فين انا راجع تاني عمرو الغربه,41,8,4.25,8,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0.25,1,0,0,0,1,1,0,0,0,0
في جنة الخلد يا بطل العبور، في جنة الخلد يا شاذلي في قلوبنا ستبقى # #25,POS,جنه الخلد بطل العبور جنه الخلد شاذلي قلوبنا ستبقي,71,15,3.5,9,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0.4444444444444444,1,0,0,0,0,0,0,0,0,0
"توقَّف عن قومنا الواتساب ؛ فعاشوا فراغًا وضاقتْ صدور! ألاَ ليتهم يفتحونَ الكتاب فيتلونَ من آي ربي سُطور!* #الواتساب_معلق""",OBJ,توقف قومنا الواتساب فعاشوا فراغا وضاقت صدور الا ليتهم يفتحون الكتاب فيتلون اي ربي سطور الواتساب معلق,121,21,5.421052631578948,17,2,0,0,0,2,0,0,1,0,1,0,0,0,1,0.11764705882352941,1,1,1,0,1,1,0,0,0,0
شاهد - آخر كلام: معايير تشكيل تأسيسية كتابة الدستور #,OBJ,شاهد اخر كلام معايير تشكيل تاسيسيه كتابه الدستور,53,8,4.4,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
"في حرب ""غزة 2008 "" أمير #قطر هو الحاكم العربي الوحيد الذي طالب مبارك برفع الحصار عن #غزة وفتح المعابر وإيقاف الستار الح…",OBJ,حرب غزه امير قطر الحاكم العربي الوحيد طالب مبارك برفع الحصار غزه وفتح المعابر وايقاف الستار الح,120,22,4.260869565217392,17,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0.11764705882352941,1,1,1,0,1,1,0,0,0,0
طيب طالما الاكل بقى فاحشه يا ريت #عمرو_اديب يفسرلنا ازاي #لميس_الحديدي كانت في حمله #جمال_مبارك و هو واقف برنامجه,NEG,طيب الاكل بقي فاحشه ريت عمرو اديب يفسرلنا ازاي لميس الحديدي كانت حمله جمال مبارك واقف برنامجه,113,19,5.0,17,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0,6,1,0,0,0,1,0,1,0
أيمن نور في التسعينات كان سكرتير بحزب #الوفد,OBJ,ايمن نور التسعينات سكرتير بحزب الوفد,44,8,4.625,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
#كلمه_بتتقال_في_البيت_كل_يوم ولدي جيعان ؟! أمي الله يحفظها :),OBJ,كلمه بتتقال البيت يوم ولدي جيعان امي الله يحفظها,61,6,6.75,9,1,1,0,0,3,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,1,1,0,0,0,0
تأجيل الدراسة بالجامعات خوف ورعب جديد للانقلاب ولكن ستهربون الى متى والى اين؟ شعبنا يلاحقكم وارضنا تلفظكم,NEG,تاجيل الدراسه بالجامعات خوف ورعب جديد للانقلاب ستهربون الي متي والي اين شعبنا يلاحقكم وارضنا تلفظكم,105,17,5.235294117647059,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0,1,1,0,1,0,1
المحترم حازم عبد العظيم عصام-سلطان/137923242939959,OBJ,المحترم حازم عبد العظيم عصام سلطان,50,7,9.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,0,1,0
الحل في رأيي اما الاتفاق على مبادىء عامة ثم طرحها على الشعب في استفتاء جديد او تشكيل اللجنة التى ستكتب الدستور لتشمل كل اتجاهات المجتمع,OBJ,الحل رايي اما الاتفاق علي مباديء عامه طرحها علي الشعب استفتاء جديد او تشكيل اللجنه ستكتب الدستور لتشمل اتجاهات المجتمع,135,25,4.44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,3,1,0,0,0,0,0,0,0
النائب العام يقرر نقل المشرف على تحقيقات أحداث الاتحادية للعمل كمحامي عام في بنى سويف # #,OBJ,النائب العام يقرر نقل المشرف علي تحقيقات احداث الاتحاديه للعمل كمحامي عام بني سويف,89,15,4.294117647058823,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
اسألني 3 　 #عن الشَوق ، أقلْ لكَ رمضَان اللهم بلغنآ إياه لافاقدين ولامفقودين،:,OBJ,اسالني الشوق اقل رمضان اللهم بلغنا اياه لافاقدين ولامفقودين,78,14,4.923076923076923,9,0,0,2,0,3,0,0,1,0,1,0,0,0,0,0.0,0,3,1,0,2,1,0,0,0,0
#ملتقى_رجال_الاعمال_والاعلام عبر صحيفة #المواطن #اعلام,OBJ,ملتقي رجال الاعمال والاعلام عبر صحيفه المواطن اعلام,54,5,10.0,8,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0,6,1,0,0,0,0,0,0,0
أهي صهيونية وتدعم #حماس وتُعمّر #غزة بذات الوقت؟ أتريد تدمير الأمة فتقف ضد الانقلاب على من احتفلت #اسرائيل بعزله؟ أكل ت…,NEG,اهي صهيونيه وتدعم حماس وتعمر غزه بذات الوقت اتريد تدمير الامه فتقف ضد الانقلاب علي احتفلت اسرائيل بعزله اكل,120,23,4.761904761904762,19,0,2,0,0,2,0,0,3,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
مجهود رائع لفريق القاهرة اليوم فى ميدان التحرير لجمع التوقيعات ايه اخبار باقى المحافظات عايزين نوصل ل40 الف توقيع سريعا,OBJ,مجهود رائع لفريق القاهره اليوم ميدان التحرير لجمع التوقيعات ايه اخبار باقي المحافظات عايزين نوصل الف توقيع سريعا,119,20,5.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,0,0,0,0,0,0
يقولون والعهدة على الراوي أن استير بولونسكي لما سمعت بترشيح البلتاجي لرئاسة المخابرات نُقلت إلى المستشفى لإصابتها بشرخ في الحلق من فرط الشخر,NEG,يقولون والعهده علي الراوي ان استير بولونسكي سمعت بترشيح البلتاجي لرئاسه المخابرات نقلت الي المستشفي لاصابتها بشرخ الحلق فرط الشخر,140,24,5.130434782608695,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,1,1,0,0,0,0,0,0
ساويرس ظبطك على الاخر وعملك فورمات لمبادئك كل عيش يابو دم خفيف,NEG,ساويرس ظبطك علي الاخر وعملك فورمات لمبادئك عيش يابو دم خفيف,62,12,4.25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,1,0,0,0,0,0,0
"""كركعوا تصحو"" ا #يوسف_الحسينى #الساده_المحترمون",OBJ,كركعوا تصحو يوسف الحسيني الساده المحترمون,47,5,8.6,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1,1,1,0,0,0,0,0,0
اثبت مكانك يا سيسي لا لأمريكا ومشروعها الإخواني الفاشل,OBJ,اثبت مكانك سيسي لامريكا ومشروعها الاخواني الفاشل,54,9,5.111111111111111,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,2,0,1
#عن #جواز_الصالونات اللي بيتعب الاعصاب,NEG,جواز الصالونات اللي بيتعب الاعصاب,38,5,6.8,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
#الشروق: 1300 مسلم يغادرون بانغي بمواكبة القوة الأفريقية: غادر حوالى 1300 مواطن مسلم كانوا يختبئون في محيط بان,OBJ,الشروق مسلم يغادرون بانغي بمواكبه القوه الافريقيه حوالي مواطن مسلم كانوا يختبئون محيط بان,110,18,5.166666666666667,14,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0.14285714285714285,1,2,1,0,0,0,0,0,0,0
#أوقفوا_الفحم اسمنتفحم طب لية كدة ؟؟!!,OBJ,اوقفوا الفحم اسمنتفحم طب ليه كده,38,5,5.5,6,2,2,0,0,4,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
كلامي محدد، فيه اي اشارة للتحريض على العنف؟,OBJ,كلامي محدد اي اشاره للتحريض علي العنف,43,8,4.5,7,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,1,0,1
مصارعة الديكتاتورية وتجاوزها,OBJ,مصارعه الديكتاتوريه وتجاوزها,28,3,8.666666666666666,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"كليب "" أمنا الكبرى "" عن السيدة خديجة رضى الله عنها للفنان المنشد المصرى احمد بوشهاب",OBJ,كليب امنا الكبري السيده خديجه رضي الله عنها للفنان المنشد المصري احمد بوشهاب,83,14,4.25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,1,1,0,0,0,0
تعلن لجنة الموارد البشرية وإدارة المتطوعين عن لقاء المتطوعين الجدد القادم بالحملة فى القاهرة يوم الاثنين القادم 5,OBJ,تعلن لجنه الموارد البشريه واداره المتطوعين لقاء المتطوعين الجدد القادم بالحمله القاهره يوم الاثنين القادم,113,18,5.333333333333333,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.26666666666666666,1,5,1,0,0,0,0,0,0,0
2 اقترحت، كتابة وقولا، لإدارة الانتخابات المبكرة وتعديل قواعد العملية السياسية تولي رئيس المحكمة الدستورية العليا منصب الرئاسة الانتقالية,OBJ,اقترحت كتابه وقولا لاداره الانتخابات المبكره وتعديل قواعد العمليه السياسيه تولي رئيس المحكمه الدستوريه العليا منصب الرئاسه الانتقاليه,137,19,6.2631578947368425,18,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0,5,1,0,0,0,0,0,0,0
#غلطت_م_الأول_رنا_سماحه,OBJ,غلطت الاول رنا سماحه,23,1,23.0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
العبوات الناسفة والسيارات المفخخة مسرحيات هزلية عفا عليها الزمن ولم تعد تؤثر على الرأي العام نقول للسيسي كان المالكي أش…,NEG,العبوات الناسفه والسيارات المفخخه مسرحيات هزليه عفا عليها الزمن ولم تعد تؤثر علي الراي العام نقول للسيسي المالكي اش,120,20,5.05,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,1,0,0,0,0,0,0,0
لا تسيروا في طريق الحق إلا بعد أن تتأكدوا من قلة سالكيه,OBJ,تسيروا طريق الحق الا ان تتاكدوا قله سالكيه,55,12,3.6666666666666665,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
مدفن القاهرة للعدالة ماذا يحدث الآن فى مطار القاهرة ، الشرطة تمنع أوائل الحقوق ! وترحب وتفسح للمتأخرين الفاشلين,NEG,مدفن القاهره للعداله يحدث الان مطار القاهره الشرطه تمنع اوائل الحقوق وترحب وتفسح للمتاخرين الفاشلين,111,17,4.894736842105263,15,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0.13333333333333333,1,2,1,0,0,0,0,1,0,1
ياخذون بالو و يعطوننا كافاني #تخيل 😍,OBJ,ياخذون بالو يعطوننا كافاني تخيل,36,6,4.285714285714286,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
ضد الانقلاب: اعتداءات وحشية على المتظاهرين المتجهين للتحرير مع الانقلاب: الله يرحم العصير والجوايز للمتظاهرين فى التحرير,NEG,ضد الانقلاب اعتداءات وحشيه علي المتظاهرين المتجهين للتحرير الانقلاب الله يرحم العصير والجوايز للمتظاهرين التحرير,120,17,6.117647058823529,15,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.13333333333333333,1,7,1,1,1,1,0,0,0,0
السيرة الذاتية للرئيس #محمد_مرسي في موقع ويكيبديا #مصر # #انتخبوا_العرص,OBJ,السيره الذاتيه للرئيس محمد مرسي موقع ويكيبديا مصر انتخبوا العرص,71,9,6.2,10,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
استراحة من المجال الافتراضي,OBJ,استراحه المجال الافتراضي,27,4,6.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,1,0,1,0
بعد القضاء على القاعدة والجماعات الارهابية في شبوة وأبين، يجب القضاء على مصادر تمويلها المالية والفكرية في العاصمة صنعاء #اليمن #الارهاب,OBJ,القضاء علي القاعده والجماعات الارهابيه شبوه وابين يجب القضاء علي مصادر تمويلها الماليه والفكريه العاصمه صنعاء اليمن الارهاب,136,21,5.523809523809524,18,0,0,1,0,1,0,0,2,0,1,0,0,0,2,0.2222222222222222,1,5,1,0,0,0,0,0,0,0
حسن الرداد و حورية فرغلي ضيفا #يوسف_الحسيني الليلة في #السادة_المحترمون في تمام الساعة 11م على # …,OBJ,حسن الرداد حوريه فرغلي ضيفا يوسف الحسيني الليله الساده المحترمون تمام الساعه علي,98,15,4.823529411764706,13,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
الأحمري المتجنس في #قطر يستمر في #تحريض الفتنة في #مصر، ويشبه قواتها الباسلة بجيش الاحتلال الفرنسي!!! …,NEG,الاحمري المتجنس قطر يستمر تحريض الفتنه مصر ويشبه قواتها الباسله بجيش الاحتلال الفرنسي,103,16,5.117647058823529,13,3,0,1,0,4,0,0,3,0,1,0,1,1,0,0.0,0,3,1,0,0,0,0,0,0,0
للتخلص من مرسي غاندي هو الحل,OBJ,للتخلص مرسي غاندي الحل,28,6,3.8333333333333335,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
#نبض_رابعة| #اسيوط قام طلاب الازهر فرع اسيوط مظاهرة بحي الوليدية بمدينة أسيوط تنديدا باعتقال زملائهم ومنادين …,OBJ,نبض رابعه اسيوط طلاب الازهر فرع اسيوط مظاهره بحي الوليديه بمدينه اسيوط تنديدا باعتقال زملائهم ومنادين,110,16,5.529411764705882,16,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0.1875,1,3,1,0,0,0,0,0,0,0
"بعد المغرب #برنامج_وجهة_نظر على #قناة_مجد وحوار حول ""الاختبار التحصيلي"" ضيفنا: دعبدالله القاطعي نائب رئيس قسم الاختبارات في قياس",OBJ,المغرب برنامج وجهه نظر علي قناه مجد وحوار حول الاختبار التحصيلي ضيفنا دعبدالله القاطعي نائب رئيس قسم الاختبارات قياس,128,18,6.166666666666667,19,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0.0,0,3,1,0,2,1,0,0,0,0
#يارب نسألك من خير ماسألك به نبينا محمد صلى الله عليه وسلم ونعوذ بك من شر ما استعاذ منه امين يارب,OBJ,يارب نسالك خير ماسالك نبينا محمد صلي الله وسلم ونعوذ شر استعاذ امين يارب,97,21,3.6666666666666665,14,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.14285714285714285,1,3,1,0,2,1,0,0,0,0
عندما تسامح من أساء إليك،فأنت ﻻتغيرالماضي؛بل تغيرالمستقبل,OBJ,عندما تسامح اساء اليك فانت تغيرالماضي تغيرالمستقبل,57,9,7.285714285714286,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,6,1,0,0,0,0,0,0,0
أهم مواضيع تحدث في مصر الأن #الاخوان #المنيا #الشرطة #السيسي #الانتخابات,OBJ,اهم مواضيع تحدث مصر الان الاخوان المنيا الشرطه السيسي الانتخابات,72,11,5.636363636363637,10,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
السلام عليكم ورحمة الله أصدقائي لقلد طلب مني #مارك تغييــــــــر إسمي المستعار وإلا فلا يمكنين دخول حسابي,OBJ,السلام عليكم ورحمه الله اصدقائي لقلد طلب مني مارك تغييـر اسمي المستعار والا يمكنين دخول حسابي,105,17,5.235294117647059,16,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0,5,1,0,1,1,0,0,0,0
موقف حزب المصريين الأحرار من مبدأ الدستور أولا والمواد الفوق دستورية,OBJ,موقف حزب المصريين الاحرار مبدا الدستور اولا والمواد الفوق دستوريه,68,11,5.2727272727272725,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
اعلان فيلم شمشون ولبلب مين كان بيحبه ومين عارف انه فيلم المقصود منه سياسى ؟؟ #م,OBJ,اعلان فيلم شمشون ولبلب مين بيحبه ومين عارف انه فيلم المقصود سياسي,79,15,4.0,12,0,2,0,0,2,0,0,1,0,1,0,0,0,1,0.16666666666666666,1,5,1,0,0,0,0,0,0,0
"""""مصدر أمني ب #بورسعيد: اشتعال خزان وقود سيارة الشرطة أدى إلى الانفجار ""| #الله_سارتر",OBJ,مصدر امني بورسعيد اشتعال خزان وقود سياره الشرطه ادي الي الانفجار الله سارتر,85,13,5.142857142857143,13,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0.0,0,1,1,0,1,1,1,0,1,0
#رصد| مجهولون يشعلون النيران في سيارتين بـ #المحلة_الكبرى أشعل مجهولون - صباح اليوم الأحد - النيران في سيارتين,OBJ,رصد مجهولون يشعلون النيران سيارتين بـ المحله الكبري اشعل مجهولون اليوم الاحد النيران سيارتين,110,16,5.166666666666667,14,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0.42857142857142855,1,3,1,0,0,0,0,0,0,0
"حول تعليق المساعدات الامريكية ومستقبل العلاقات بين البلدين اقرأ قبل النشرفي""الصباح"" #مصر #الإمارات #السعودية #فلسطين",OBJ,حول تعليق المساعدات الامريكيه ومستقبل العلاقات البلدين اقرا النشرفي الصباح مصر الامارات السعوديه فلسطين,116,16,6.8,14,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0,5,1,0,0,0,0,0,0,0
كما تدين تدان !! #اطمن :) ^-^,OBJ,تدين تدان اطمن,29,4,3.2857142857142856,3,2,0,0,0,3,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
"""الاجتماع الأول لمتطوعي الحملة بالشرقية"" 6:00 9:00 الاجتماع الأول لمتطوعي الحملة",OBJ,الاجتماع الاول لمتطوعي الحمله بالشرقيه الاجتماع الاول لمتطوعي الحمله,80,13,6.363636363636363,9,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0.8888888888888888,1,6,1,0,0,0,0,0,0,0
أعتذر لكل من لم أرد على رسائله لأنني لم أعد أستخدم تويتر كثيرا قفل الحساب خلال فترة السفر أثبت لي أنني لست مزمنا لتويتر كما كنت أظن,OBJ,اعتذر لكل ارد علي رسائله لانني اعد استخدم تويتر قفل الحساب خلال فتره السفر اثبت انني مزمنا لتويتر كنت اظن,131,27,3.888888888888889,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
